A8O17_RS05005,locus_tag.d6,start,end,strand,locus_tag.168
NZ_CP015975.1,A8O17_RS15245,2890090,2891253,+,BSU_31440
NZ_CP015975.1,A8O17_RS15250,2891379,2892665,+,BSU_31450
NZ_CP015975.1,A8O17_RS15255,2892711,2893097,+,BSU_31460
NZ_CP015975.1,A8O17_RS15260,2893124,2893741,-,BSU_31470
NZ_CP015975.1,A8O17_RS15265,2893816,2894019,-,no_equivalent
NZ_CP015975.1,A8O17_RS15270,2893952,2895130,+,BSU_31480
NZ_CP015975.1,A8O17_RS15275,2895223,2897097,+,BSU_31490
NZ_CP015975.1,A8O17_RS15280,2897118,2897531,+,BSU_31500
NZ_CP015975.1,A8O17_RS15285,2897734,2898291,-,BSU_31510
NZ_CP015975.1,A8O17_RS15290,2898469,2900070,+,BSU_31520
NZ_CP015975.1,A8O17_RS15295,2900063,2900770,+,BSU_31530
NZ_CP015975.1,A8O17_RS15300,2901242,2902321,+,BSU_31540
NZ_CP015975.1,A8O17_RS15305,2902397,2903929,+,BSU_31550
NZ_CP015975.1,A8O17_RS15310,2903922,2904968,+,BSU_31560
NZ_CP015975.1,A8O17_RS15315,2904969,2905928,+,BSU_31570
NZ_CP015975.1,A8O17_RS15320,2906082,2907428,+,BSU_31580
NZ_CP015975.1,A8O17_RS15325,2907464,2907679,-,BSU_31590
NZ_CP015975.1,A8O17_RS15330,2907910,2910315,+,BSU_31600
NZ_CP015975.1,A8O17_RS15335,2910308,2910739,+,BSU_31610
NZ_CP015975.1,A8O17_RS15340,2910739,2911080,+,BSU_31620
NZ_CP015975.1,A8O17_RS15345,2911073,2912554,+,BSU_31630
NZ_CP015975.1,A8O17_RS15350,2912560,2913036,+,BSU_31640
NZ_CP015975.1,A8O17_RS15355,2913036,2913320,+,BSU_31650
NZ_CP015975.1,A8O17_RS15360,2913304,2913678,+,BSU_31660
NZ_CP015975.1,A8O17_RS15365,2913717,2914097,-,BSU_31670
NZ_CP015975.1,A8O17_RS15370,2914116,2914760,-,BSU_31680
NZ_CP015975.1,A8O17_RS15375,2914841,2917150,-,BSU_31690
NZ_CP015975.1,A8O17_RS15380,2917165,2917332,-,BSU_31700
NZ_CP015975.1,A8O17_RS15385,2917320,2918219,-,BSU_31710
NZ_CP015975.1,A8O17_RS15390,2918404,2918544,-,BSU_31720
NZ_CP015975.1,A8O17_RS20985,2918766,2918891,+,BSU_31725
NZ_CP015975.1,A8O17_RS15395,2919005,2919373,+,BSU_31730
NZ_CP015975.1,A8O17_RS15400,2919349,2920578,-,BSU_31740
NZ_CP015975.1,A8O17_RS15405,2920715,2922187,-,BSU_31750
NZ_CP015975.1,A8O17_RS15410,2922203,2922754,-,BSU_31760
NZ_CP015975.1,A8O17_RS15415,2922851,2923249,-,BSU_31770
NZ_CP015975.1,A8O17_RS15420,2923321,2923569,-,BSU_31780
NZ_CP015975.1,A8O17_RS15425,2923642,2923863,-,BSU_31790
NZ_CP015975.1,A8O17_RS15430,2923923,2925032,-,BSU_31800
NZ_CP015975.1,A8O17_RS15435,2925147,2925536,+,BSU_31810
NZ_CP015975.1,A8O17_RS15440,2925577,2925813,-,BSU_31820
NZ_CP015975.1,A8O17_RS15445,2925990,2926520,-,BSU_31830
NZ_CP015975.1,A8O17_RS15450,2926718,2927449,-,BSU_31840
NZ_CP015975.1,A8O17_RS15455,2927512,2927967,-,BSU_31850
NZ_CP015975.1,A8O17_RS15460,2927999,2931229,-,BSU_31860
NZ_CP015975.1,A8O17_RS15465,2931226,2935713,-,BSU_31875
NZ_CP015975.1,A8O17_RS15470,2935774,2937129,-,BSU_31890
NZ_CP015975.1,A8O17_RS15475,2937144,2937383,-,BSU_31900
NZ_CP015975.1,A8O17_RS15480,2937453,2937746,-,BSU_31910
NZ_CP015975.1,A8O17_RS15485,2938267,2939535,+,BSU_31920
NZ_CP015975.1,A8O17_RS15490,2939637,2940773,+,BSU_31930
NZ_CP015975.1,A8O17_RS15495,2940885,2941562,+,BSU_31945
NZ_CP015975.1,A8O17_RS15500,2941606,2941815,-,BSU_31959
NZ_CP015975.1,A8O17_RS15505,2941831,2948967,-,BSU_31960
NZ_CP015975.1,A8O17_RS15510,2948987,2949925,-,BSU_31970
NZ_CP015975.1,A8O17_RS15515,2949953,2951572,-,BSU_31980
NZ_CP015975.1,A8O17_RS15520,2951601,2952797,-,BSU_31990
NZ_CP015975.1,A8O17_RS15525,2952823,2953608,-,BSU_32000
NZ_CP015975.1,A8O17_RS15530,2953802,2954671,-,BSU_32010
NZ_CP015975.1,A8O17_RS15535,2954885,2955481,-,BSU_32020
NZ_CP015975.1,A8O17_RS15540,2955582,2956184,+,BSU_32030
NZ_CP015975.1,A8O17_RS15545,2956254,2957582,-,BSU_32040
NZ_CP015975.1,A8O17_RS15550,2957729,2959231,-,BSU_32050
NZ_CP015975.1,A8O17_RS15555,2959389,2959865,+,BSU_32060
NZ_CP015975.1,A8O17_RS15560,2959896,2960552,-,BSU_32070
NZ_CP015975.1,A8O17_RS15565,2960656,2960976,-,BSU_32080
NZ_CP015975.1,A8O17_RS15570,2961030,2961173,-,BSU_32090
NZ_CP015975.1,A8O17_RS15575,2961346,2962566,-,BSU_32100
NZ_CP015975.1,A8O17_RS15580,2962898,2963896,+,BSU_32110
NZ_CP015975.1,A8O17_RS15585,2963935,2964075,-,BSU_32120
NZ_CP015975.1,A8O17_RS15590,2964354,2965334,+,BSU_32130
NZ_CP015975.1,A8O17_RS15595,2965408,2966031,-,BSU_32140
NZ_CP015975.1,A8O17_RS15600,2966055,2966573,-,BSU_32150
NZ_CP015975.1,A8O17_RS15605,2966911,2967273,-,BSU_32160
NZ_CP015975.1,A8O17_RS15610,2967352,2968206,-,BSU_32170
NZ_CP015975.1,A8O17_RS15615,2968329,2969543,-,BSU_32180
NZ_CP015975.1,A8O17_RS15620,2969680,2969916,-,BSU_32190
NZ_CP015975.1,A8O17_RS15625,2970179,2971246,+,BSU_32200
NZ_CP015975.1,A8O17_RS15630,2971272,2971598,-,BSU_32210
NZ_CP015975.1,A8O17_RS15635,2971797,2972033,+,BSU_32220
NZ_CP015975.1,A8O17_RS15640,2972075,2974048,-,BSU_32230
NZ_CP015975.1,A8O17_RS15645,2974156,2975085,-,BSU_32240
NZ_CP015975.1,A8O17_RS15650,2975082,2976140,-,BSU_32250
NZ_CP015975.1,A8O17_RS15655,2976140,2977441,-,BSU_32260
NZ_CP015975.1,A8O17_RS15660,2977642,2978661,-,BSU_32270
NZ_CP015975.1,A8O17_RS15665,2978814,2979314,+,BSU_32280
NZ_CP015975.1,A8O17_RS15670,2979341,2980111,-,BSU_32290
NZ_CP015975.1,A8O17_RS15675,2980140,2980574,-,BSU_32300
NZ_CP015975.1,A8O17_RS15680,2980598,2980873,-,BSU_32310
NZ_CP015975.1,A8O17_RS15685,2980988,2981620,+,BSU_32320
NZ_CP015975.1,A8O17_RS15690,2981636,2982532,-,BSU_32330
NZ_CP015975.1,A8O17_RS15695,2982767,2983747,+,BSU_32340
NZ_CP015975.1,A8O17_RS15700,2983775,2984539,-,BSU_32350
NZ_CP015975.1,A8O17_RS15705,2984612,2984917,-,BSU_32360
NZ_CP015975.1,A8O17_RS15710,2984982,2986370,-,BSU_32370
NZ_CP015975.1,A8O17_RS15715,2986390,2987211,-,BSU_32380
NZ_CP015975.1,A8O17_RS15720,2987229,2988077,-,BSU_32390
NZ_CP015975.1,A8O17_RS15725,2988115,2988462,-,BSU_32400
NZ_CP015975.1,A8O17_RS15730,2988559,2989899,-,BSU_32410
NZ_CP015975.1,A8O17_RS15735,2990074,2991669,+,BSU_32420
NZ_CP015975.1,A8O17_RS15740,2991814,2993163,+,BSU_32430
NZ_CP015975.1,A8O17_RS15745,2993169,2994461,+,BSU_32440
NZ_CP015975.1,A8O17_RS15750,2994474,2995958,+,BSU_32450
NZ_CP015975.1,A8O17_RS15755,2995958,2996302,+,BSU_32460
NZ_CP015975.1,A8O17_RS15760,2996726,2996857,+,BSU_32469
NZ_CP015975.1,A8O17_RS15765,2997063,2997584,-,BSU_32470
NZ_CP015975.1,A8O17_RS15770,2997575,2999812,-,BSU_32480
NZ_CP015975.1,A8O17_RS15775,2999813,3000646,-,BSU_32490
NZ_CP015975.1,A8O17_RS15780,3000643,3001260,-,BSU_32500
NZ_CP015975.1,A8O17_RS15785,3001257,3002249,-,BSU_32510
NZ_CP015975.1,A8O17_RS15790,3002478,3003728,-,BSU_32520
NZ_CP015975.1,A8O17_RS15795,3003745,3004983,-,BSU_32530
NZ_CP015975.1,A8O17_RS20990,3005206,3005343,+,BSU_32539
NZ_CP015975.1,A8O17_RS15805,3005425,3006291,+,BSU_32540
NZ_CP015975.1,A8O17_RS15810,3006325,3007428,-,BSU_32550
NZ_CP015975.1,A8O17_RS15815,3007610,3008338,+,BSU_32560
NZ_CP015975.1,A8O17_RS15820,3008363,3009217,-,BSU_32570
NZ_CP015975.1,A8O17_RS15825,3009231,3010133,-,BSU_32580
NZ_CP015975.1,A8O17_RS15830,3010137,3011015,-,BSU_32590
NZ_CP015975.1,A8O17_RS15835,3011073,3012341,-,BSU_32600
NZ_CP015975.1,A8O17_RS15840,3012422,3013408,-,BSU_32610
NZ_CP015975.1,A8O17_RS15845,3013624,3013998,-,BSU_32620
NZ_CP015975.1,A8O17_RS15850,3014101,3015219,-,BSU_32630
NZ_CP015975.1,A8O17_RS15855,3015378,3015524,+,BSU_32640
NZ_CP015975.1,A8O17_RS15860,3015524,3015799,+,BSU_32650
NZ_CP015975.1,A8O17_RS15865,3015863,3016246,-,BSU_32660
NZ_CP015975.1,A8O17_RS15870,3016357,3016635,-,BSU_32669
NZ_CP015975.1,A8O17_RS15875,3016905,3018302,-,BSU_32670
NZ_CP015975.1,A8O17_RS15880,3018323,3018766,-,BSU_32680
NZ_CP015975.1,A8O17_RS15885,3018756,3019976,-,BSU_32690
NZ_CP015975.1,A8O17_RS15890,3019976,3021289,-,BSU_32700
NZ_CP015975.1,A8O17_RS15895,3021307,3022092,-,BSU_32710
NZ_CP015975.1,A8O17_RS15900,3022286,3022423,-,BSU_32719
NZ_CP015975.1,A8O17_RS15905,3022617,3022994,-,BSU_32720
NZ_CP015975.1,A8O17_RS15910,3023079,3023903,-,BSU_32730
NZ_CP015975.1,A8O17_RS15915,3023917,3024585,-,BSU_32740
NZ_CP015975.1,A8O17_RS15920,3024578,3025603,-,BSU_32750
NZ_CP015975.1,A8O17_RS15925,3025930,3026274,-,BSU_32760
NZ_CP015975.1,A8O17_RS15930,3026381,3026701,-,BSU_32770
NZ_CP015975.1,A8O17_RS15935,3026703,3027143,-,BSU_32780
NZ_CP015975.1,A8O17_RS15940,3027143,3027379,-,BSU_32790
NZ_CP015975.1,A8O17_RS15945,3027435,3027818,-,BSU_32800
NZ_CP015975.1,A8O17_RS15950,3027885,3028241,-,BSU_32810
NZ_CP015975.1,A8O17_RS15955,3028352,3030136,-,BSU_32820
NZ_CP015975.1,A8O17_RS15960,3030151,3031326,-,BSU_32830
NZ_CP015975.1,A8O17_RS15965,3031337,3033706,-,BSU_32840
NZ_CP015975.1,A8O17_RS15970,3033881,3034027,+,BSU_32849
NZ_CP015975.1,A8O17_RS15975,3034052,3034960,-,BSU_32850
NZ_CP015975.1,A8O17_RS15980,3035055,3035300,+,BSU_32859
NZ_CP015975.1,A8O17_RS15985,3035313,3035645,+,BSU_32860
NZ_CP015975.1,A8O17_RS15990,3035804,3036271,+,BSU_32870
NZ_CP015975.1,A8O17_RS15995,3036268,3037893,+,BSU_32880
NZ_CP015975.1,A8O17_RS16000,3037929,3038312,-,BSU_32890
NZ_CP015975.1,A8O17_RS20635,3038331,3039071,-,BSU_32900
NZ_CP015975.1,A8O17_RS16015,3039205,3040092,+,BSU_32920
NZ_CP015975.1,A8O17_RS16020,3040112,3040399,-,BSU_32930
NZ_CP015975.1,A8O17_RS16025,3040424,3041251,-,BSU_32940
NZ_CP015975.1,A8O17_RS16030,3041469,3041906,-,BSU_32950
NZ_CP015975.1,A8O17_RS16035,3042016,3043811,-,BSU_32960
NZ_CP015975.1,A8O17_RS16045,3043945,3044787,+,BSU_32980
NZ_CP015975.1,A8O17_RS16050,3044877,3045338,+,BSU_32990
NZ_CP015975.1,A8O17_RS16055,3045382,3046758,-,BSU_33000
NZ_CP015975.1,A8O17_RS16060,3047036,3047713,+,BSU_33010
NZ_CP015975.1,A8O17_RS16065,3047710,3049065,+,BSU_33020
NZ_CP015975.1,A8O17_RS16070,3049093,3049257,-,BSU_33029
NZ_CP015975.1,A8O17_RS16075,3049425,3050300,+,BSU_33030
NZ_CP015975.1,A8O17_RS16080,3050336,3051724,-,BSU_33040
NZ_CP015975.1,A8O17_RS16085,3051791,3051976,-,BSU_33049
NZ_CP015975.1,A8O17_RS16090,3052094,3053542,+,BSU_33050
NZ_CP015975.1,A8O17_RS16095,3053511,3054608,+,BSU_33060
NZ_CP015975.1,A8O17_RS16100,3054605,3055726,+,BSU_33070
NZ_CP015975.1,A8O17_RS16105,3055734,3056369,-,BSU_33080
NZ_CP015975.1,A8O17_RS16110,3056347,3057429,-,BSU_33090
NZ_CP015975.1,A8O17_RS16115,3057426,3058151,-,BSU_33100
NZ_CP015975.1,A8O17_RS16120,3058185,3059057,-,BSU_33110
NZ_CP015975.1,A8O17_RS16125,3059158,3059835,-,BSU_33120
NZ_CP015975.1,A8O17_RS16130,3059862,3060242,-,BSU_33130
NZ_CP015975.1,A8O17_RS16135,3060404,3061672,-,BSU_33140
NZ_CP015975.1,A8O17_RS16140,3061849,3062430,-,BSU_33150
NZ_CP015975.1,A8O17_RS16145,3062453,3063781,-,BSU_33160
NZ_CP015975.1,A8O17_RS16150,3063781,3064842,-,BSU_33170
NZ_CP015975.1,A8O17_RS16155,3064805,3065749,-,BSU_33180
NZ_CP015975.1,A8O17_RS16160,3066147,3066938,+,BSU_33190
NZ_CP015975.1,A8O17_RS16165,3066976,3067854,-,BSU_33200
NZ_CP015975.1,A8O17_RS16170,3067926,3069668,-,BSU_33210
NZ_CP015975.1,A8O17_RS16175,3069665,3070378,-,BSU_33221
NZ_CP015975.1,A8O17_RS16180,3070531,3070770,-,BSU_33222
NZ_CP015975.1,A8O17_RS16185,3070774,3071304,-,BSU_33230
NZ_CP015975.1,A8O17_RS20640,3071319,3071657,+,BSU_33239
NZ_CP015975.1,A8O17_RS16195,3071778,3072935,+,BSU_33240
NZ_CP015975.1,A8O17_RS16200,3072996,3073406,+,BSU_33250
NZ_CP015975.1,A8O17_RS16205,3073440,3074669,-,BSU_33260
NZ_CP015975.1,A8O17_RS16210,3074662,3075351,-,BSU_33270
NZ_CP015975.1,A8O17_RS16215,3075335,3076528,-,BSU_33280
NZ_CP015975.1,A8O17_RS16220,3076699,3077508,-,BSU_33290
NZ_CP015975.1,A8O17_RS16225,3077524,3078534,-,BSU_33300
NZ_CP015975.1,A8O17_RS16230,3078534,3079688,-,BSU_33310
NZ_CP015975.1,A8O17_RS16235,3079786,3080733,+,BSU_33320
NZ_CP015975.1,A8O17_RS16245,3080968,3082377,-,BSU_33330
NZ_CP015975.1,A8O17_RS16250,3082777,3082917,-,BSU_33340
NZ_CP015975.1,A8O17_RS16255,3083084,3083566,+,BSU_33350
NZ_CP015975.1,A8O17_RS16260,3083666,3085519,+,BSU_33360
NZ_CP015975.1,A8O17_RS16265,3085547,3086473,-,BSU_33370
NZ_CP015975.1,A8O17_RS16270,3086584,3087366,+,BSU_33380
NZ_CP015975.1,A8O17_RS16275,3087338,3088030,+,BSU_33390
NZ_CP015975.1,A8O17_RS16280,3088061,3088891,-,BSU_33400
NZ_CP015975.1,A8O17_RS16285,3089114,3089599,+,BSU_33410
NZ_CP015975.1,A8O17_RS16290,3089643,3091655,-,BSU_33420
NZ_CP015975.1,A8O17_RS16295,3091910,3093625,-,BSU_33430
NZ_CP015975.1,A8O17_RS16300,3093651,3095468,-,BSU_33440
NZ_CP015975.1,A8O17_RS16305,3095639,3097963,-,BSU_33450
NZ_CP015975.1,A8O17_RS16310,3098161,3098769,-,BSU_33460
NZ_CP015975.1,A8O17_RS16315,3098956,3099372,-,BSU_33470
NZ_CP015975.1,A8O17_RS16320,3099377,3100045,-,BSU_33480
NZ_CP015975.1,A8O17_RS16325,3100165,3102273,-,BSU_33490
NZ_CP015975.1,A8O17_RS16330,3102433,3104841,-,BSU_33500
NZ_CP015975.1,A8O17_RS16335,3104925,3105134,-,BSU_33510
NZ_CP015975.1,A8O17_RS16340,3105208,3105513,-,BSU_33520
NZ_CP015975.1,A8O17_RS16345,3105641,3106717,+,BSU_33530
NZ_CP015975.1,A8O17_RS16350,3106754,3107389,-,BSU_33540
NZ_CP015975.1,A8O17_RS16355,3107549,3109444,-,BSU_33550
NZ_CP015975.1,A8O17_RS16360,3109607,3110008,-,BSU_33560
NZ_CP015975.1,A8O17_RS16365,3110005,3110364,-,BSU_33570
NZ_CP015975.1,A8O17_RS16370,3110361,3110933,-,BSU_33580
NZ_CP015975.1,A8O17_RS16375,3111044,3111838,-,BSU_33590
NZ_CP015975.1,A8O17_RS16385,3112560,3113030,-,BSU_33600
NZ_CP015975.1,A8O17_RS16390,3113175,3115514,-,BSU_33610
NZ_CP015975.1,A8O17_RS16395,3115533,3116273,-,BSU_33620
NZ_CP015975.1,A8O17_RS16400,3116405,3116635,-,BSU_33630
NZ_CP015975.1,A8O17_RS16405,3116784,3117554,+,BSU_33640
NZ_CP015975.1,A8O17_RS16410,3117594,3117827,-,BSU_33650
NZ_CP015975.1,A8O17_RS16415,3117979,3118386,+,BSU_33660
NZ_CP015975.1,A8O17_RS16420,3118416,3118835,+,BSU_33670
NZ_CP015975.1,A8O17_RS16425,3118927,3119253,+,BSU_33680
NZ_CP015975.1,A8O17_RS16430,3119378,3121078,+,BSU_33690
NZ_CP015975.1,A8O17_RS16435,3121118,3121798,-,BSU_33700
NZ_CP015975.1,A8O17_RS16440,3121815,3122735,-,BSU_33710
NZ_CP015975.1,A8O17_RS16445,3122747,3123400,-,BSU_33720
NZ_CP015975.1,A8O17_RS16450,3123417,3124562,-,BSU_33730
NZ_CP015975.1,A8O17_RS16455,3124846,3125379,+,BSU_33740
NZ_CP015975.1,A8O17_RS16460,3125601,3126077,+,BSU_33750
NZ_CP015975.1,A8O17_RS16465,3126074,3127045,+,BSU_33760
NZ_CP015975.1,A8O17_RS16470,3127088,3127699,+,BSU_33770
NZ_CP015975.1,A8O17_RS16475,3127746,3128369,-,BSU_33780
NZ_CP015975.1,A8O17_RS16480,3128366,3128638,-,BSU_33790
NZ_CP015975.1,A8O17_RS16485,3128858,3129547,-,BSU_33800
NZ_CP015975.1,A8O17_RS16490,3129565,3130476,-,BSU_33810
NZ_CP015975.1,A8O17_RS16495,3130496,3131149,-,BSU_33820
NZ_CP015975.1,A8O17_RS16500,3131172,3132314,-,BSU_33830
NZ_CP015975.1,A8O17_RS16505,3132578,3133135,+,BSU_33840
NZ_CP015975.1,A8O17_RS16510,3133153,3133788,-,BSU_33850
NZ_CP015975.1,A8O17_RS16515,3133938,3134552,+,BSU_33860
NZ_CP015975.1,A8O17_RS16520,3134684,3135382,+,BSU_33870
NZ_CP015975.1,A8O17_RS16525,3135418,3137235,-,BSU_33880
NZ_CP015975.1,A8O17_RS16530,3137355,3137822,+,BSU_33890
NZ_CP015975.1,A8O17_RS16535,3137867,3139159,-,BSU_33900
NZ_CP015975.1,A8O17_RS16540,3139189,3140724,-,BSU_33910
NZ_CP015975.1,A8O17_RS16545,3140717,3141478,-,BSU_33920
NZ_CP015975.1,A8O17_RS16550,3141509,3142693,-,BSU_33930
NZ_CP015975.1,A8O17_RS16560,3143010,3144017,-,BSU_33940
NZ_CP015975.1,A8O17_RS16565,3144064,3145086,-,BSU_33950
NZ_CP015975.1,A8O17_RS16570,3145384,3146778,-,BSU_33960
NZ_CP015975.1,A8O17_RS16575,3146982,3148070,+,BSU_33970
NZ_CP015975.1,A8O17_RS16580,3148119,3149129,-,BSU_33980
NZ_CP015975.1,A8O17_RS16585,3149286,3150164,-,BSU_33990
NZ_CP015975.1,A8O17_RS16590,3150264,3151181,+,BSU_34000
NZ_CP015975.1,A8O17_RS16595,3151222,3152565,-,BSU_34010
NZ_CP015975.1,A8O17_RS16600,3152967,3154001,-,BSU_34020
NZ_CP015975.1,A8O17_RS16605,3154109,3154831,-,BSU_34030
NZ_CP015975.1,A8O17_RS16610,3154831,3156270,-,BSU_34040
NZ_CP015975.1,A8O17_RS16615,3156297,3157013,-,BSU_34050
NZ_CP015975.1,A8O17_RS16620,3157188,3157790,-,BSU_34060
NZ_CP015975.1,A8O17_RS16625,3157807,3158922,-,BSU_34070
NZ_CP015975.1,A8O17_RS16630,3158926,3159663,-,BSU_34080
NZ_CP015975.1,A8O17_RS16635,3159664,3160569,-,BSU_34090
NZ_CP015975.1,A8O17_RS16640,3160853,3161662,+,BSU_34100
NZ_CP015975.1,A8O17_RS16645,3161698,3162909,+,BSU_34110
NZ_CP015975.1,A8O17_RS16650,3162963,3164252,-,BSU_34120
NZ_CP015975.1,A8O17_RS16655,3164332,3166395,-,BSU_34130
NZ_CP015975.1,A8O17_RS16660,3166414,3167265,-,BSU_34140
NZ_CP015975.1,A8O17_RS16665,3167269,3168525,-,BSU_34150
NZ_CP015975.1,A8O17_RS16670,3168565,3169830,-,BSU_34160
NZ_CP015975.1,A8O17_RS16675,3169971,3170963,-,BSU_34170
NZ_CP015975.1,A8O17_RS16680,3171143,3171802,-,BSU_34180
NZ_CP015975.1,A8O17_RS16685,3172092,3173783,+,BSU_34190
NZ_CP015975.1,A8O17_RS16690,3173810,3175120,-,BSU_34200
NZ_CP015975.1,A8O17_RS16695,3175199,3175417,+,BSU_34210
NZ_CP015975.1,A8O17_RS16700,3175427,3176395,-,BSU_34220
NZ_CP015975.1,A8O17_RS16705,3176374,3177540,-,BSU_34230
NZ_CP015975.1,A8O17_RS16710,3177545,3178195,-,BSU_34240
NZ_CP015975.1,A8O17_RS16715,3178192,3178800,-,BSU_34250
NZ_CP015975.1,A8O17_RS16720,3178797,3180314,-,BSU_34265
NZ_CP015975.1,A8O17_RS16725,3180311,3181345,-,BSU_34280
NZ_CP015975.1,A8O17_RS16730,3181342,3182418,-,BSU_34290
NZ_CP015975.1,A8O17_RS16735,3182423,3183457,-,BSU_34300
NZ_CP015975.1,A8O17_RS16740,3183482,3184585,-,BSU_34310
NZ_CP015975.1,A8O17_RS16745,3184582,3185736,-,BSU_34320
NZ_CP015975.1,A8O17_RS16750,3185729,3186565,-,BSU_34330
NZ_CP015975.1,A8O17_RS16755,3186562,3187707,-,BSU_34340
NZ_CP015975.1,A8O17_RS16760,3187719,3189515,-,BSU_34350
NZ_CP015975.1,A8O17_RS16765,3189774,3190457,-,BSU_34360
NZ_CP015975.1,A8O17_RS16770,3190463,3191167,-,BSU_34370
NZ_CP015975.1,A8O17_RS16775,3191413,3191871,+,BSU_34380
NZ_CP015975.1,A8O17_RS16780,3191947,3193416,+,BSU_34390
NZ_CP015975.1,A8O17_RS16785,3193419,3193610,+,BSU_34399
NZ_CP015975.1,A8O17_RS16790,3193637,3194122,-,BSU_34400
NZ_CP015975.1,A8O17_RS16795,3194145,3194498,-,BSU_34410
NZ_CP015975.1,A8O17_RS16800,3194731,3195414,-,BSU_34430
NZ_CP015975.1,A8O17_RS16805,3195430,3196785,-,BSU_34440
NZ_CP015975.1,A8O17_RS16810,3197324,3198745,+,BSU_34450
NZ_CP015975.1,A8O17_RS16815,3198819,3200369,+,BSU_34460
NZ_CP015975.1,A8O17_RS16820,3200477,3202039,+,BSU_34470
NZ_CP015975.1,A8O17_RS16825,3202029,3202718,+,BSU_34480
NZ_CP015975.1,A8O17_RS16830,3202800,3203135,+,BSU_34490
NZ_CP015975.1,A8O17_RS16835,3203135,3203455,+,BSU_34500
NZ_CP015975.1,A8O17_RS16840,3203491,3204003,-,BSU_34510
NZ_CP015975.1,A8O17_RS16845,3204255,3205598,-,BSU_34520
NZ_CP015975.1,A8O17_RS16850,3205954,3206916,+,BSU_34530
NZ_CP015975.1,A8O17_RS16860,3207546,3208139,+,BSU_34540
NZ_CP015975.1,A8O17_RS16865,3208185,3208865,-,BSU_34550
NZ_CP015975.1,A8O17_RS16870,3208862,3210547,-,BSU_34560
NZ_CP015975.1,A8O17_RS16875,3210540,3212813,-,BSU_34570
NZ_CP015975.1,A8O17_RS16880,3212791,3213675,-,BSU_34580
NZ_CP015975.1,A8O17_RS16885,3213681,3214517,-,BSU_34590
NZ_CP015975.1,A8O17_RS16890,3214518,3215825,-,BSU_34600
NZ_CP015975.1,A8O17_RS16895,3215865,3217118,-,BSU_34610
NZ_CP015975.1,A8O17_RS16900,3217214,3218983,-,BSU_34620
NZ_CP015975.1,A8O17_RS16905,3219096,3220046,-,BSU_34630
NZ_CP015975.1,A8O17_RS16910,3220252,3220827,-,BSU_34640
NZ_CP015975.1,A8O17_RS16915,3220944,3221264,+,BSU_34650
NZ_CP015975.1,A8O17_RS16920,3221291,3222883,-,BSU_34660
NZ_CP015975.1,A8O17_RS16925,3222902,3223495,-,BSU_34670
NZ_CP015975.1,A8O17_RS16930,3223878,3224855,+,BSU_34680
NZ_CP015975.1,A8O17_RS16935,3224893,3226833,-,BSU_34690
NZ_CP015975.1,A8O17_RS16940,3226808,3227587,-,BSU_34700
NZ_CP015975.1,A8O17_RS16945,3227670,3228740,-,BSU_34710
NZ_CP015975.1,A8O17_RS16950,3228734,3229447,-,BSU_34720
NZ_CP015975.1,A8O17_RS16955,3229594,3229803,+,BSU_34729
NZ_CP015975.1,A8O17_RS16960,3229839,3230603,-,BSU_34730
NZ_CP015975.1,A8O17_RS16965,3230604,3230861,-,BSU_34740
NZ_CP015975.1,A8O17_RS16970,3230885,3231835,-,BSU_34750
NZ_CP015975.1,A8O17_RS16975,3231858,3232811,-,BSU_34760
NZ_CP015975.1,A8O17_RS16980,3232813,3233700,-,BSU_34770
NZ_CP015975.1,A8O17_RS16985,3233725,3234201,-,BSU_34780
NZ_CP015975.1,A8O17_RS16990,3234519,3235469,-,BSU_34790
NZ_CP015975.1,A8O17_RS16995,3235675,3237096,-,BSU_34800
NZ_CP015975.1,A8O17_RS17000,3237477,3238931,-,BSU_34810
NZ_CP015975.1,A8O17_RS17005,3239057,3240826,-,BSU_34820
NZ_CP015975.1,A8O17_RS17010,3240991,3241350,-,BSU_34830
NZ_CP015975.1,A8O17_RS17015,3241365,3243275,-,BSU_34840
NZ_CP015975.1,A8O17_RS17020,3243277,3244002,-,BSU_34850
NZ_CP015975.1,A8O17_RS17025,3244248,3244877,-,BSU_34860
NZ_CP015975.1,A8O17_RS17030,3244874,3245632,-,BSU_34870
NZ_CP015975.1,A8O17_RS17035,3245629,3246366,-,BSU_34880
NZ_CP015975.1,A8O17_RS17040,3246363,3247001,-,BSU_34890
NZ_CP015975.1,A8O17_RS17045,3247002,3247586,-,BSU_34900
NZ_CP015975.1,A8O17_RS17050,3247583,3248866,-,BSU_34910
NZ_CP015975.1,A8O17_RS17055,3248863,3249504,-,BSU_34920
NZ_CP015975.1,A8O17_RS17060,3249497,3250672,-,BSU_34930
NZ_CP015975.1,A8O17_RS17065,3250923,3251675,+,BSU_34940
NZ_CP015975.1,A8O17_RS17070,3251915,3252580,+,BSU_34950
NZ_CP015975.1,A8O17_RS17075,3252600,3253118,-,BSU_34960
NZ_CP015975.1,A8O17_RS17080,3253122,3253772,-,BSU_34970
NZ_CP015975.1,A8O17_RS17085,3253769,3254707,-,BSU_34980
NZ_CP015975.1,A8O17_RS17090,3254731,3255540,-,BSU_34990
NZ_CP015975.1,A8O17_RS17095,3255554,3256486,-,BSU_35000
NZ_CP015975.1,A8O17_RS17100,3256668,3257858,+,BSU_35010
